C:\LipidView Data\LV Results\200529_XtrIL_ExampleData_DAG_NL.txt	Peak Intensities																					
Sample Name						Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8	Sample 9	Sample 10	Sample 11	Sample 12	Sample 13	Sample 14	Sample 15	Sample 16	Kon A
668.9	329.3	Positive	Confirmed and Common Results	DAG 38:1	(-FA 20:0)	0	0	0	0	0	113875	73000	0	0	0	0	0	0	0	0	88500	0
686.5	325.3	Positive	Confirmed and Common Results	DAG 40:6	(-FA 20:2)	56625	81750	53375	66250	66625	51375	63500	0	71500	58000	59750	56500	43250	84625	89375	65375	74750
686.6	319.3	Positive	Confirmed and Common Results	DAG 40:6	(-FA 20:5)	105250	130125	159500	89375	167250	91250	111625	60875	108875	113250	188250	101125	125000	153375	148000	161750	87000
686.7	321.3	Positive	Confirmed and Common Results	DAG 40:6	(-FA 20:4)	52375	0	78250	0	0	37000	0	0	31000	46625	0	37625	42750	49125	45625	41500	22250
686.8	327.3	Positive	Confirmed and Common Results	DAG 40:6	(-FA 20:1)	0	0	76500	0	100125	69250	0	57000	41125	103250	65125	49375	49375	66250	62500	71625	0
686.8	345.3	Positive	Confirmed and Common Results	DAG 40:6	(-FA 22:6)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
686.8	301.3	Positive	Confirmed and Common Results	DAG 40:6	(-FA 18:0)	186125	141625	128500	186375	177375	217875	157750	97500	118375	201375	219000	146375	179125	234250	194750	182250	124000
688.6	327.3	Positive	Confirmed and Common Results	DAG 40:5	(-FA 20:1)	186125	233625	147875	155750	127500	263250	143375	51625	175625	134250	154250	256125	198375	144750	228875	180000	212125
688.7	319.3	Positive	Confirmed and Common Results	DAG 40:5	(-FA 20:5)	818625	1020250	1012000	903750	578500	882000	566125	429875	659000	1132625	664375	623375	811875	1021375	905125	982250	145750
688.8	329.3	Positive	Confirmed and Common Results	DAG 40:5	(-FA 20:0)	219625	243750	155250	0	0	200125	78125	51500	0	0	154375	99625	196250	248875	296500	155000	0
688.8	321.3	Positive	Confirmed and Common Results	DAG 40:5	(-FA 20:4)	100750	0	83500	57375	0	68000	53125	0	0	92500	86875	54000	0	0	70000	0	33500
690.7	329.3	Positive	Confirmed and Common Results	DAG 40:4	(-FA 20:0)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
690.7	325.3	Positive	Confirmed and Common Results	DAG 40:4	(-FA 20:2)	0	44375	42375	34875	66250	57625	0	75875	47750	0	65500	40625	48375	64875	30125	46125	0
690.8	321.3	Positive	Confirmed and Common Results	DAG 40:4	(-FA 20:4)	2098250	1905375	1880125	1739375	1251625	1097125	1082875	627750	986375	1131250	1057875	970500	1888375	2264000	1911500	2089125	76750
692.6	325.3	Positive	Confirmed and Common Results	DAG 40:3	(-FA 20:2)	75125	56750	47000	40500	55500	70625	41250	0	35000	54375	67375	43125	53875	92250	66375	70250	61750
692.8	327.3	Positive	Confirmed and Common Results	DAG 40:3	(-FA 20:1)	0	0	73375	0	0	0	0	0	58875	76500	61375	54625	41375	0	71875	0	40250
694.6	329.3	Positive	Confirmed and Common Results	DAG 40:2	(-FA 20:0)	0	0	0	0	56875	51625	0	101375	0	55500	0	0	0	55625	67125	38750	0
694.8	325.3	Positive	Confirmed and Common Results	DAG 40:2	(-FA 20:2)	436500	386750	335625	368000	373000	310625	294750	421125	917875	1057625	1049875	1025625	1752250	1985375	1728375	2018250	62625
694.9	327.3	Positive	Confirmed and Common Results	DAG 40:2	(-FA 20:1)	0	0	0	154250	0	0	147875	120375	0	0	0	210000	172625	0	0	151000	0
696.6	329.3	Positive	Confirmed and Common Results	DAG 40:1	(-FA 20:0)	79500	66625	137250	226625	95125	85500	120250	42375	65500	164875	0	77250	78750	95750	59750	62000	0
696.8	327.3	Positive	Confirmed and Common Results	DAG 40:1	(-FA 20:1)	1523000	1376750	1366125	1377125	1823750	1417375	1242625	1530875	5793125	5742750	5626125	5503000	8462875	9093375	7730500	10051250	106125
698.5	329.3	Positive	Confirmed and Common Results	DAG 40:0	(-FA 20:0)	593875	625000	828250	1227750	716250	826250	722750	570375	571500	713625	762875	791000	880375	906000	907750	1013375	676750
